Theme,Count
"CRISISLEX_O01_WEATHER,19581",1
"CRISISLEX_O01_WEATHER,20203",1
"CRISISLEX_O01_WEATHER,20492",1
"CRISISLEX_O01_WEATHER,20577",1
"CRISISLEX_O01_WEATHER,20632",1
"CRISISLEX_O01_WEATHER,20683",1
"CRISISLEX_O01_WEATHER,20739",1
"CRISISLEX_O01_WEATHER,20790",1
"CRISISLEX_O01_WEATHER,20900",1
"CRISISLEX_O01_WEATHER,21160",1
"CRISISLEX_O01_WEATHER,21821",1
"CRISISLEX_O01_WEATHER,22099",1
"CRISISLEX_O01_WEATHER,22184",1
"CRISISLEX_O01_WEATHER,22239",1
"CRISISLEX_O01_WEATHER,22290",1
"CRISISLEX_O01_WEATHER,22346",1
"CRISISLEX_O01_WEATHER,22506",1
"CRISISLEX_O01_WEATHER,23186",1
"CRISISLEX_O01_WEATHER,23376",1
"CRISISLEX_O01_WEATHER,23630",1
"CRISISLEX_O01_WEATHER,23715",1
"CRISISLEX_O01_WEATHER,23772",1
"CRISISLEX_O01_WEATHER,23823",1
"CRISISLEX_O01_WEATHER,23881",1
"CRISISLEX_O01_WEATHER,23991",1
"CRISISLEX_O01_WEATHER,24041",1
"CRISISLEX_O01_WEATHER,24262",1
"CRISISLEX_O01_WEATHER,24710",1
"CRISISLEX_O01_WEATHER,24900",1
"CRISISLEX_O01_WEATHER,25189",1
"CRISISLEX_O01_WEATHER,25274",1
"CRISISLEX_O01_WEATHER,25331",1
"CRISISLEX_O01_WEATHER,25382",1
"CRISISLEX_O01_WEATHER,25438",1
"CRISISLEX_O01_WEATHER,25489",1
"CRISISLEX_O01_WEATHER,25597",1
"CRISISLEX_O01_WEATHER,25851",1
"CRISISLEX_O01_WEATHER,26338",1
"CRISISLEX_O01_WEATHER,26542",1
"CRISISLEX_O01_WEATHER,26860",1
"CRISISLEX_O01_WEATHER,26945",1
"CRISISLEX_O01_WEATHER,27000",1
"CRISISLEX_O01_WEATHER,27049",1
"CRISISLEX_O01_WEATHER,27105",1
"CRISISLEX_O01_WEATHER,27263",1
"CRISISLEX_O01_WEATHER,27519",1
"CRISISLEX_O01_WEATHER,27978",1
"CRISISLEX_O01_WEATHER,28479",1
"CRISISLEX_O01_WEATHER,28564",1
"CRISISLEX_O01_WEATHER,28621",1
"CRISISLEX_O01_WEATHER,28670",1
"PROTEST,230",1
"PROTEST,278",1
"CRISISLEX_T04_INFRASTRUCTURE,440",1
"ECON_ELECTRICALDEMAND,70",1
"ECON_ELECTRICALDEMAND,220",1
"ECON_ELECTRICALDEMAND,525",1
"ECON_ELECTRICALDEMAND,577",1
"ECON_ELECTRICALDEMAND,702",1
"ECON_ELECTRICALDEMAND,778",1
"ECON_ELECTRICALDEMAND,828",1
"ECON_ELECTRICALDEMAND,1143",1
"WB_507_ENERGY_AND_EXTRACTIVES,166",1
"WB_507_ENERGY_AND_EXTRACTIVES,904",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,722",1
"PROTEST,32",1
"PROTEST,389",1
"PROTEST,740",1
"PROTEST,1166",1
"PROTEST,35",1
"PROTEST,1203",1
"PROTEST,273",1
"PROTEST,1050",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,10931",1
"WB_507_ENERGY_AND_EXTRACTIVES,3053",1
"PROTEST,8168",1
"CRISISLEX_T04_INFRASTRUCTURE,4145",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,52",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2407",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2581",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2722",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2825",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,4941",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,89",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,189",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,440",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,691",1
"CRISISLEX_O01_WEATHER,1234",1
"NATURAL_DISASTER_EXTREME_COLD,1116",1
"NATURAL_DISASTER_SEVERE_COLD,382",1
"WB_2026_PREVENTION,597",1
"WB_667_ICT_INFRASTRUCTURE,586",1
"PROTEST,393",1
"PROTEST,614",1
"PROTEST,779",1
"NATURAL_DISASTER_SEVERE_COLD,567",1
"PROTEST,321",1
"PROTEST,704",1
"ECON_ELECTRICALDEMAND,71",1
"ECON_ELECTRICALDEMAND,221",1
"ECON_ELECTRICALDEMAND,390",1
"ECON_ELECTRICALDEMAND,537",1
"ECON_ELECTRICALDEMAND,583",1
"ECON_ELECTRICALDEMAND,708",1
"ECON_ELECTRICALDEMAND,784",1
"ECON_ELECTRICALDEMAND,834",1
"ECON_ELECTRICALDEMAND,1137",1
"CRISISLEX_T04_INFRASTRUCTURE,4150",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,42",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2412",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2586",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2727",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2832",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,4946",1
"CRISISLEX_T04_INFRASTRUCTURE,686",1
"CRISISLEX_T04_INFRASTRUCTURE,1224",1
"CRISISLEX_T04_INFRASTRUCTURE,1838",1
"CRISISLEX_T04_INFRASTRUCTURE,1881",1
"CRISISLEX_T04_INFRASTRUCTURE,1950",1
"WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,469",1
"WB_351_PAYMENT_AND_MARKET_INFRASTRUCTURE,1048",1
"PROTEST,191",1
"PROTEST,2296",1
"NATURAL_DISASTER_SEVERE_COLD,716",1
"NATURAL_DISASTER_EXTREME_WEATHER,6338",1
"CRISISLEX_O01_WEATHER,6338",1
"WB_507_ENERGY_AND_EXTRACTIVES,17678",1
"PROTEST,106",1
"PROTEST,231",1
"PROTEST,4382",1
"CRISISLEX_T04_INFRASTRUCTURE,1183",1
"CRISISLEX_T04_INFRASTRUCTURE,1915",1
"CRISISLEX_T04_INFRASTRUCTURE,2060",1
"WB_507_ENERGY_AND_EXTRACTIVES,4548",1
"WB_525_RENEWABLE_ENERGY,4548",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,181",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1623",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,2673",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3299",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3801",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3976",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4176",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4512",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4529",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4747",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4806",1
"NATURAL_DISASTER_SEVERE_COLD,1332",1
"NATURAL_DISASTER_SEVERE_COLD,2639",1
"NATURAL_DISASTER_SEVERE_COLD,2834",1
"WB_507_ENERGY_AND_EXTRACTIVES,6939",1
"WB_525_RENEWABLE_ENERGY,6939",1
"CRISISLEX_T04_INFRASTRUCTURE,364",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,7725",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1448",1
"WB_507_ENERGY_AND_EXTRACTIVES,1543",1
"WB_507_ENERGY_AND_EXTRACTIVES,2398",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3324",1
"CRISISLEX_T04_INFRASTRUCTURE,366",1
"PROTEST,529",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1425",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1091",1
"PROTEST,1134",1
"PROTEST,607",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2550",1
"MANMADE_DISASTER_POWER_OUTAGE,159",1
"POWER_OUTAGE,159",1
"ECON_ELECTRICALDEMAND,105",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1561",1
"PROTEST,319",1
"PROTEST,1119",1
"NATURAL_DISASTER_SEVERE_COLD,64",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2471",1
"CRISISLEX_T04_INFRASTRUCTURE,1606",1
"CRISISLEX_T04_INFRASTRUCTURE,2017",1
"CRISISLEX_T04_INFRASTRUCTURE,2642",1
"PROTEST,1337",1
"NATURAL_DISASTER_BITTER_COLD,24",1
"PROTEST,595",1
"PROTEST,1162",1
"PROTEST,1899",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,508",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1609",1
"CRISISLEX_T04_INFRASTRUCTURE,64",1
"CRISISLEX_T04_INFRASTRUCTURE,294",1
"CRISISLEX_T04_INFRASTRUCTURE,680",1
"CRISISLEX_T04_INFRASTRUCTURE,901",1
"CRISISLEX_T04_INFRASTRUCTURE,1057",1
"CRISISLEX_T04_INFRASTRUCTURE,1552",1
"CRISISLEX_T04_INFRASTRUCTURE,1677",1
"PROTEST,86",1
"WB_507_ENERGY_AND_EXTRACTIVES,1562",1
"TAX_DISEASE_COMMON_COLD,1162",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,48",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,192",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2545",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2719",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2860",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2963",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1501",1
"PROTEST,623",1
"CRISISLEX_T04_INFRASTRUCTURE,51",1
"CRISISLEX_T04_INFRASTRUCTURE,830",1
"CRISISLEX_T04_INFRASTRUCTURE,2110",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,455",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1520",1
"CRISISLEX_T04_INFRASTRUCTURE,237",1
"WB_507_ENERGY_AND_EXTRACTIVES,1181",1
"ECON_ELECTRICALGRID,924",1
"CRISISLEX_T04_INFRASTRUCTURE,213",1
"CRISISLEX_T04_INFRASTRUCTURE,902",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,4209",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,148",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,951",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2025",1
"CRISISLEX_T04_INFRASTRUCTURE,512",1
"ECON_ELECTRICALDEMAND,1099",1
"ECON_ELECTRICALDEMAND,1258",1
"ECON_ELECTRICALDEMAND,2222",1
"ECON_ELECTRICALDEMAND,2403",1
"ECON_ELECTRICALDEMAND,2533",1
"ECON_ELECTRICALDEMAND,2660",1
"ECON_ELECTRICALDEMAND,2804",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,713",1
"WB_507_ENERGY_AND_EXTRACTIVES,1110",1
"WB_507_ENERGY_AND_EXTRACTIVES,1117",1
"WB_507_ENERGY_AND_EXTRACTIVES,1293",1
"PROTEST,525",1
"CRISISLEX_O01_WEATHER,3250",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1023",1
"NATURAL_DISASTER_FREEZING_TEMPERATURES,1804",1
"NATURAL_DISASTER_SEVERE_COLD,177",1
"NATURAL_DISASTER_SEVERE_COLD,1934",1
"NATURAL_DISASTER_SEVERE_COLD,2268",1
"CRISISLEX_O01_WEATHER,884",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1435",1
"PROTEST,415",1
"WB_507_ENERGY_AND_EXTRACTIVES,1375",1
"WB_507_ENERGY_AND_EXTRACTIVES,1551",1
"PROTEST,358",1
"PROTEST,1164",1
"PROTEST,1901",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,510",1
"PROTEST,1077",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2515",1
"PROTEST,31",1
"PROTEST,346",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,540",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,979",1
"CRISISLEX_O01_WEATHER,1914",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1530",1
"PROTEST,792",1
"CRISISLEX_T04_INFRASTRUCTURE,177",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,655",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,676",1
"WB_2026_PREVENTION,1364",1
"NATURAL_DISASTER_EXTREME_WEATHER,7226",1
"CRISISLEX_O01_WEATHER,7226",1
"WB_507_ENERGY_AND_EXTRACTIVES,18566",1
"PROTEST,1045",1
"PROTEST,1180",1
"PROTEST,4607",1
"WB_507_ENERGY_AND_EXTRACTIVES,1749",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,325",1
"INFRASTRUCTURE_BAD_ROADS,3588",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,3588",1
"WB_507_ENERGY_AND_EXTRACTIVES,9254",1
"CRISISLEX_T04_INFRASTRUCTURE,17298",1
"CRISISLEX_T04_INFRASTRUCTURE,17749",1
"NATURAL_DISASTER_SEVERE_COLD,1334",1
"PROTEST,202",1
"PROTEST,1555",1
"WB_507_ENERGY_AND_EXTRACTIVES,2553",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,384",1
"WB_2026_PREVENTION,224",1
"PROTEST,681",1
"PROTEST,912",1
"PROTEST,1448",1
"CRISISLEX_T04_INFRASTRUCTURE,1108",1
"PROTEST,212",1
"PROTEST,497",1
"PROTEST,736",1
"PROTEST,1303",1
"PROTEST,2046",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,649",1
"WB_507_ENERGY_AND_EXTRACTIVES,1184",1
"TAX_FOODSTAPLES_WHEAT,1646",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,194",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,828",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,923",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1339",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1452",1
"WB_2026_PREVENTION,2241",1
"WB_507_ENERGY_AND_EXTRACTIVES,23",1
"WB_507_ENERGY_AND_EXTRACTIVES,374",1
"WB_507_ENERGY_AND_EXTRACTIVES,457",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,4310",1
"TAX_FOODSTAPLES_WHEAT,261",1
"TAX_FOODSTAPLES_WHEAT,277",1
"TAX_FOODSTAPLES_WHEAT,291",1
"TAX_FOODSTAPLES_WHEAT,915",1
"TAX_FOODSTAPLES_WHEAT,1599",1
"PROTEST,1847",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,519",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,703",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,678",1
"PROTEST,408",1
"PROTEST,687",1
"PROTEST,1454",1
"CRISISLEX_T04_INFRASTRUCTURE,1114",1
"CRISISLEX_T04_INFRASTRUCTURE,2907",1
"CRISISLEX_T04_INFRASTRUCTURE,3108",1
"PROTEST,515",1
"PROTEST,1502",1
"PROTEST,2254",1
"PROTEST,2376",1
"WB_667_ICT_INFRASTRUCTURE,333",1
"CRISISLEX_T04_INFRASTRUCTURE,2236",1
"CRISISLEX_T04_INFRASTRUCTURE,1936",1
"CRISISLEX_T04_INFRASTRUCTURE,2438",1
"CRISISLEX_T04_INFRASTRUCTURE,2474",1
"CRISISLEX_T04_INFRASTRUCTURE,2906",1
"CRISISLEX_T04_INFRASTRUCTURE,3107",1
"PROTEST,226",1
"PROTEST,778",1
"PROTEST,1498",1
"PROTEST,1803",1
"PROTEST,2027",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,241",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2095",1
"PROTEST,781",1
"PROTEST,1201",1
"PROTEST,1501",1
"PROTEST,1808",1
"PROTEST,2032",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,67",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,599",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,882",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,998",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2297",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3256",1
"WB_507_ENERGY_AND_EXTRACTIVES,3129",1
"CRISISLEX_O01_WEATHER,829",1
"NATURAL_DISASTER_SEVERE_COLD,75",1
"NATURAL_DISASTER_SEVERE_COLD,1392",1
"PROTEST,758",1
"PROTEST,1176",1
"PROTEST,1474",1
"PROTEST,1779",1
"PROTEST,2001",1
"WB_507_ENERGY_AND_EXTRACTIVES,1501",1
"PROTEST,163",1
"PROTEST,551",1
"PROTEST,209",1
"PROTEST,1327",1
"PROTEST,1980",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1892",1
"PROTEST,3825",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,44",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,576",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,859",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2274",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3233",1
"WB_507_ENERGY_AND_EXTRACTIVES,3106",1
"PROTEST,545",1
"PROTEST,823",1
"WB_507_ENERGY_AND_EXTRACTIVES,1478",1
"WB_507_ENERGY_AND_EXTRACTIVES,1506",1
"WB_507_ENERGY_AND_EXTRACTIVES,1560",1
"WB_507_ENERGY_AND_EXTRACTIVES,2738",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,235",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2089",1
"WB_507_ENERGY_AND_EXTRACTIVES,1505",1
"WB_507_ENERGY_AND_EXTRACTIVES,1230",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1397",1
"CRISISLEX_O01_WEATHER,6255",1
"CRISISLEX_O01_WEATHER,1410",1
"PROTEST,887",1
"NATURAL_DISASTER_SEVERE_COLD,1973",1
"CRISISLEX_O01_WEATHER,834",1
"NATURAL_DISASTER_SEVERE_COLD,82",1
"NATURAL_DISASTER_SEVERE_COLD,1397",1
"PROTEST,1111",1
"PROTEST,1521",1
"PROTEST,1740",1
"PROTEST,2237",1
"PROTEST,2688",1
"PROTEST,3004",1
"WB_507_ENERGY_AND_EXTRACTIVES,1186",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,68",1
"WB_507_ENERGY_AND_EXTRACTIVES,2795",1
"ECON_ELECTRICALGENERATION,3464",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,357",1
"WB_507_ENERGY_AND_EXTRACTIVES,1142",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,740",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2402",1
"PROTEST,1235",1
"PROTEST,1662",1
"PROTEST,2259",1
"PROTEST,2710",1
"PROTEST,3026",1
"PROTEST,33",1
"PROTEST,189",1
"PROTEST,743",1
"PROTEST,1685",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2736",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,739",1
"PROTEST,1506",1
"PROTEST,1811",1
"PROTEST,2035",1
"WB_1627_ENERGY_SUBSIDIES,1503",1
"WB_1627_ENERGY_SUBSIDIES,5421",1
"WB_1629_ELECTRICITY_SUBSIDIES,1503",1
"WB_1629_ELECTRICITY_SUBSIDIES,5421",1
"WB_1703_POWER_DISTRIBUTION,3997",1
"WB_508_POWER_SYSTEMS,3997",1
"ECON_ELECTRICALGENERATION,931",1
"PROTEST,26",1
"WB_667_ICT_INFRASTRUCTURE,5595",1
"WB_526_RENEWABLE_ENERGY_POLICY_AND_REGULATION,2694",1
"WB_507_ENERGY_AND_EXTRACTIVES,2598",1
"WB_507_ENERGY_AND_EXTRACTIVES,2687",1
"WB_525_RENEWABLE_ENERGY,2598",1
"WB_525_RENEWABLE_ENERGY,2687",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2379",1
"WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,483",1
"CRISISLEX_O01_WEATHER,816",1
"CRISISLEX_O01_WEATHER,1306",1
"CRISISLEX_O01_WEATHER,808",1
"NATURAL_DISASTER_SEVERE_COLD,1371",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,377",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,561",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1350",1
"WB_507_ENERGY_AND_EXTRACTIVES,2703",1
"WB_507_ENERGY_AND_EXTRACTIVES,2959",1
"WB_507_ENERGY_AND_EXTRACTIVES,3294",1
"CRISISLEX_T04_INFRASTRUCTURE,1069",1
"PROTEST,895",1
"CRISISLEX_T04_INFRASTRUCTURE,1021",1
"CRISISLEX_T04_INFRASTRUCTURE,1134",1
"CRISISLEX_T04_INFRASTRUCTURE,1714",1
"CRISISLEX_T04_INFRASTRUCTURE,2112",1
"CRISISLEX_O01_WEATHER,964",1
"NATURAL_DISASTER_SEVERE_COLD,211",1
"NATURAL_DISASTER_SEVERE_COLD,1527",1
"PROTEST,1117",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1403",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2189",1
"PROTEST,7456",1
"CRISISLEX_T04_INFRASTRUCTURE,2905",1
"CRISISLEX_T04_INFRASTRUCTURE,3106",1
"CRISISLEX_O01_WEATHER,363",1
"PROTEST,541",1
"PROTEST,249",1
"PROTEST,1671",1
"WB_507_ENERGY_AND_EXTRACTIVES,2057",1
"WB_2026_PREVENTION,456",1
"CRISISLEX_O01_WEATHER,826",1
"NATURAL_DISASTER_SEVERE_COLD,1389",1
"PROTEST,1112",1
"PROTEST,1522",1
"PROTEST,2238",1
"PROTEST,2689",1
"PROTEST,3005",1
"PROTEST,890",1
"PROTEST,1172",1
"PROTEST,1332",1
"PROTEST,1461",1
"PROTEST,1977",1
"PROTEST,762",1
"PROTEST,2113",1
"PROTEST,2418",1
"PROTEST,2642",1
"PROTEST,504",1
"PROTEST,645",1
"PROTEST,2619",1
"PROTEST,3214",1
"WB_507_ENERGY_AND_EXTRACTIVES,1499",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,892",1
"PROTEST,1278",1
"PROTEST,2041",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,513",1
"PROTEST,952",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3651",1
"PROTEST,878",1
"PROTEST,947",1
"PROTEST,1014",1
"PROTEST,1084",1
"PROTEST,1323",1
"PROTEST,2184",1
"PROTEST,3714",1
"PROTEST,3770",1
"PROTEST,3946",1
"PROTEST,4622",1
"PROTEST,4669",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1094",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1234",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3422",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3528",1
"PROTEST,1273",1
"PROTEST,1902",1
"PROTEST,2399",1
"PROTEST,2847",1
"PROTEST,3163",1
"PROTEST,167",1
"PROTEST,805",1
"PROTEST,1328",1
"PROTEST,1933",1
"PROTEST,2157",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1207",1
"WB_507_ENERGY_AND_EXTRACTIVES,672",1
"PROTEST,1229",1
"PROTEST,1654",1
"PROTEST,1870",1
"CRISISLEX_T04_INFRASTRUCTURE,2011",1
"PROTEST,1749",1
"PROTEST,2246",1
"PROTEST,2697",1
"PROTEST,3013",1
"PROTEST,2038",1
"WB_2026_PREVENTION,468",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,382",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,436",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2517",1
"PROTEST,987",1
"PROTEST,2415",1
"WB_1627_ENERGY_SUBSIDIES,4006",1
"WB_1629_ELECTRICITY_SUBSIDIES,4006",1
"PROTEST,1946",1
"WB_507_ENERGY_AND_EXTRACTIVES,1305",1
"PROTEST,1130",1
"PROTEST,1542",1
"PROTEST,1763",1
"PROTEST,2260",1
"PROTEST,2711",1
"PROTEST,3027",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,940",1
"PROTEST,219",1
"PROTEST,1295",1
"PROTEST,1599",1
"PROTEST,1824",1
"PROTEST,1564",1
"PROTEST,1705",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,130",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,953",1
"WB_507_ENERGY_AND_EXTRACTIVES,1806",1
"WB_507_ENERGY_AND_EXTRACTIVES,1998",1
"TAX_FOODSTAPLES_WHEAT,579",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,423",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1042",1
"CRISISLEX_T04_INFRASTRUCTURE,4468",1
"CRISISLEX_T04_INFRASTRUCTURE,4570",1
"CRISISLEX_T04_INFRASTRUCTURE,6295",1
"CRISISLEX_T04_INFRASTRUCTURE,6966",1
"CRISISLEX_T04_INFRASTRUCTURE,7052",1
"CRISISLEX_T04_INFRASTRUCTURE,7107",1
"CRISISLEX_T04_INFRASTRUCTURE,9596",1
"CRISISLEX_T04_INFRASTRUCTURE,9704",1
"CRISISLEX_T04_INFRASTRUCTURE,9758",1
"WB_507_ENERGY_AND_EXTRACTIVES,22102",1
"WB_525_RENEWABLE_ENERGY,22102",1
"WB_527_HYDROPOWER,22102",1
"ECON_ELECTRICALGENERATION,22010",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,21400",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,21597",1
"PROTEST,257",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,1486",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,2911",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3094",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3284",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,3419",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,4824",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,5253",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,591",1
"WB_507_ENERGY_AND_EXTRACTIVES,1143",1
"WB_507_ENERGY_AND_EXTRACTIVES,1901",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,477",1
"PROTEST,1033",1
"PROTEST,1453",1
"PROTEST,2058",1
"PROTEST,2282",1
"PROTEST,2720",1
"PROTEST,148",1
"PROTEST,244",1
"PROTEST,982",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,381",1
"WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,2382",1
"WB_2026_PREVENTION,2382",1
"CRISISLEX_T04_INFRASTRUCTURE,12",1
"CRISISLEX_T04_INFRASTRUCTURE,4755",1
"CRISISLEX_O01_WEATHER,4529",1
"PROTEST,1373",1
"WB_507_ENERGY_AND_EXTRACTIVES,2079",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,237",1
"WB_1803_TRANSPORT_INFRASTRUCTURE,215",1
"WB_667_ICT_INFRASTRUCTURE,1296",1
"WB_669_SOFTWARE_INFRASTRUCTURE,1296",1
"PROTEST,901",1
"PROTEST,1304",1
"WB_2026_PREVENTION,2399",1
"WB_667_ICT_INFRASTRUCTURE,3139",1
"WB_669_SOFTWARE_INFRASTRUCTURE,3139",1
